Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.25,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.47,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.14,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.82,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.2,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.14,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.56,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.65,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.19,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.42,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.27,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.11,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.72,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.6,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.31,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,India,IND,..,..,..,..,..,..,..,..,..,..,..,3.69,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.93,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.05,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.56,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.04,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.56,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.44,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.23,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.43,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.66,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.57,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.95,5.95,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.74,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.02,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.32,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.66,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.35,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.64,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.89,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.31,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.02,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.25,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.87,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.34,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.49,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.56,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.02,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.96,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.27,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.17,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.48,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.86,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.08,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.52,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.12,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.72,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.98,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.34,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Annualized growth in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
